"State","Date","Hour","Gross Load (MW)","Steam Load (1000 lb/hr)","SO2 Mass (lbs)","CO2 Mass (short tons)","NOx Mass (lbs)","Heat Input (mmBtu)"
"CA","2024-08-29",4,11862,,50.451,5035.344,576.744,84463.486
"CA","2024-08-29",5,11975,,51.208,5102.345,564.707,85709.652
"CA","2024-08-29",6,10290,,44.057,4385.302,491.324,73621.127
"CA","2024-08-29",7,7405,,31.701,3170.491,384.208,53158.207
"CA","2024-08-29",8,6559,,29.48,2958.719,360.832,49591.581
"CA","2024-08-29",9,6594,,29.901,2999.983,394.226,50302.65
"CA","2024-08-29",10,6539,,29.72,2968.638,353.471,49780.088
"CA","2024-08-29",11,6440,,29.471,2945.506,361.361,49385.875
"CA","2024-08-29",12,6652,,30.724,3079.624,416.449,51627.957
"CA","2024-08-29",13,7194,,32.585,3262.059,531.869,54675.073
"CA","2024-08-29",14,8281,,37.983,3825.918,913.04,63608.405
"CA","2024-08-29",15,9694,,44.44,4483.861,1178.763,74352.19
"CA","2024-08-29",16,11907,,52.763,5287.885,692.177,88311.277
"CA","2024-08-29",17,14215,,62.944,6229.282,858.786,105171.58
"CA","2024-08-29",18,14588,,64.947,6467.082,717.008,108570.004
"CA","2024-08-29",19,14114,,61.712,6080.597,700.96,103229.971
"CA","2024-08-29",20,13867,,60.022,5916.871,670.445,100305.46
"CA","2024-08-29",21,13708,,59.342,5895.042,640.683,99299.81
"CA","2024-08-29",22,13660,,59.154,5833.422,640.013,98905.5
"CA","2024-08-29",23,13500,,58.033,5732.4,641.277,97101.415
"CA","2024-08-30",0,13304,,56.683,5605.183,622.22,94781.175
"CA","2024-08-30",1,12741,,54.385,5411.433,637.585,90890.797
"CA","2024-08-30",2,12620,,54.413,5397.895,672.557,91019.9
"CA","2024-08-30",3,12457,,53.468,5308.415,660.342,89434.706
"CA","2024-08-30",4,12902,,55.246,5466.594,596.624,92401.5
"CA","2024-08-30",5,12992,,55.714,5510.98,612.009,93172.286
"CA","2024-08-30",6,11385,,48.727,4867.358,523.612,81320.542
"CA","2024-08-30",7,7710,,33.439,3380.217,398.075,55957.864
"CA","2024-08-30",8,6821,,29.659,2997.107,385.491,49657.321
"CA","2024-08-30",9,5987,,27.397,2776.778,346.556,46120.235
"CA","2024-08-30",10,6126,,27.814,2811.128,340.303,46864.15
"CA","2024-08-30",11,6222,,28.843,2912.587,572.838,48572.475
"CA","2024-08-30",12,6540,,30.653,3076.006,608.744,51326.296
"CA","2024-08-30",13,7415,,33.361,3355.242,646.946,56009.769
"CA","2024-08-30",14,9231,,41.613,4208.641,762.357,69590.143
"CA","2024-08-30",15,11318,,50.412,5071.2,808.619,84252.553
"CA","2024-08-30",16,13689,,59.707,5927.289,757.31,99876.604
"CA","2024-08-30",17,15310,,66.851,6599.621,887.702,111672.279
"CA","2024-08-30",18,15474,,67.675,6679.745,827.711,113056.854
"CA","2024-08-30",19,14593,,62.876,6211.236,772.007,105190.359
"CA","2024-08-30",20,14668,,63.037,6226.565,676.748,105463.83
"CA","2024-08-30",21,14799,,63.374,6269.696,687.598,106096.375
"CA","2024-08-30",22,14343,,61.199,6080.861,677.364,102460.089
"CA","2024-08-30",23,14146,,57.877,5752.648,679.538,96778.594
"CA","2024-08-31",0,13130,,55.603,5516.283,605.189,92975.225
"CA","2024-08-31",1,12738,,53.554,5314.387,568.909,89561.065
"CA","2024-08-31",2,12307,,51.811,5143.283,549.722,86674.9
"CA","2024-08-31",3,11815,,49.383,4876.818,532.756,82528.198
"CA","2024-08-31",4,11690,,49.336,4851.393,510.453,82233.3
"CA","2024-08-31",5,11557,,48.566,4788.55,505.059,81132.384
"CA","2024-08-31",6,8226,,35.239,3550.919,384.939,59066.745
"CA","2024-08-31",7,5292,,22.445,2294.271,303.093,37641.928
"CA","2024-08-31",8,4524,,20.771,2117.379,262.213,34886.391
"CA","2024-08-31",9,4502,,21.092,2155.782,309.04,35536.089
"CA","2024-08-31",10,4639,,21.687,2207.545,328.386,36577.04
"CA","2024-08-31",11,4955,,23.078,2342.607,373.567,38864.704
"CA","2024-08-31",12,5633,,26.162,2642.035,498.262,44001.317
"CA","2024-08-31",13,6685,,30.467,3066.109,501.71,51254.589
"CA","2024-08-31",14,7827,,36.107,3643.84,800.313,60502.319
"CA","2024-08-31",15,10766,,47.833,4824.187,1095.314,80074.348
"CA","2024-08-31",16,13284,,56.565,5624.697,832.74,94555.73
"CA","2024-08-31",17,15244,,67.469,6691.993,857.236,112763.426
"CA","2024-08-31",18,15800,,71.196,7077.097,851.314,118933.963
"CA","2024-08-31",19,15826,,69.767,6936.586,830.972,116643.136
"CA","2024-08-31",20,15277,,65.575,6496.537,718.644,109654.128
"CA","2024-08-31",21,14929,,64.111,6304.234,689.228,107091.128
"CA","2024-08-31",22,14463,,61.934,6122.613,670.465,103575.98
"CA","2024-08-31",23,14500,,61.962,6111.044,709.835,103683.284
"CA","2024-09-01",0,14121,,60.27,5972.795,678.131,100787.465
"CA","2024-09-01",1,13252,,56.105,5588.173,599.669,93822.075
"CA","2024-09-01",2,12670,,54.164,5409.402,585.854,90542.315
"CA","2024-09-01",3,12222,,51.808,5183.34,580.459,86635.236
"CA","2024-09-01",4,11579,,49.926,4989.4,538.729,83535.5
"CA","2024-09-01",5,11033,,47.591,4753.391,520.989,79548.027
"CA","2024-09-01",6,7893,,34.281,3440.541,388.631,57434.348
"CA","2024-09-01",7,5814,,24.546,2482.29,322.734,41299.894
"CA","2024-09-01",8,4739,,21.189,2140.144,266.684,35534.668
"CA","2024-09-01",9,4334,,20.025,2030.1,256.882,33686.2
"CA","2024-09-01",10,4332,,20.1,2034.642,258.447,33769.666
"CA","2024-09-01",11,4590,,21.335,2170.012,339.369,36036.884
"CA","2024-09-01",12,5216,,23.854,2402.875,358.847,39955.694
"CA","2024-09-01",13,6184,,27.64,2769.953,354.605,46142.113
"CA","2024-09-01",14,7668,,34.977,3576.235,831.564,58461.887
"CA","2024-09-01",15,10202,,45.039,4551.553,904.473,75398.304
"CA","2024-09-01",16,12455,,53.872,5378.764,722.416,90258.852
"CA","2024-09-01",17,14099,,61.32,6068.521,755.046,102448.268
"CA","2024-09-01",18,14447,,63.398,6268.844,681.394,105948
"CA","2024-09-01",19,14012,,60.598,5993.949,658.227,101321.591
"CA","2024-09-01",20,13969,,60.301,5961.004,648.561,100791.16
"CA","2024-09-01",21,13736,,58.782,5808.719,628.889,98271.14
"CA","2024-09-01",22,13554,,58.026,5740.692,646.928,97024.182
"CA","2024-09-01",23,12982,,55.498,5509.728,627.354,92816.375
"CA","2024-09-02",0,12309,,51.889,5167.77,581.019,86833.027
"CA","2024-09-02",1,11290,,48.409,4834.814,525.83,80950.549
"CA","2024-09-02",2,11077,,47.614,4740.812,503.023,79621.295
"CA","2024-09-02",3,10932,,46.193,4601.122,499.186,77266.043
"CA","2024-09-02",4,10540,,45.338,4521.392,481.067,75912.1
"CA","2024-09-02",5,10445,,44.655,4462.59,483.071,74892.436
"CA","2024-09-02",6,7692,,33.044,3322.214,420.49,55317.42
"CA","2024-09-02",7,4928,,20.883,2118.893,273.463,35065.596
"CA","2024-09-02",8,4302,,19.29,1950.685,242.043,32533.125
"CA","2024-09-02",9,3841,,17.457,1789.241,228.138,29452.864
"CA","2024-09-02",10,4211,,19.358,1969.466,269.636,32643.974
"CA","2024-09-02",11,4607,,21.15,2136.235,301.051,35464.7
"CA","2024-09-02",12,5015,,23.166,2381.308,452.242,38966.106
"CA","2024-09-02",13,5881,,27.784,2809.163,516.488,46936.049
"CA","2024-09-02",14,8212,,37.347,3794.739,781.451,62704.256
"CA","2024-09-02",15,11111,,48.335,4840.043,922.846,81004.426
"CA","2024-09-02",16,13831,,60.246,5972.576,1207.24,100784.799
"CA","2024-09-02",17,15143,,67.639,6682.695,918.057,112981.781
"CA","2024-09-02",18,15712,,69.594,6873.272,753.078,116210.328
"CA","2024-09-02",19,15584,,68.197,6746.855,845.537,114105.05
"CA","2024-09-02",20,15246,,65.887,6511.569,749.899,110122.589
"CA","2024-09-02",21,14343,,61.374,6099.703,664.079,102547.843
"CA","2024-09-02",22,13726,,58.645,5855.207,640.531,97978.525
"CA","2024-09-02",23,13591,,58.193,5785.319,627.325,97329.375
"CA","2024-09-03",0,13237,,56.022,5595.901,611.928,93781.91
"CA","2024-09-03",1,12900,,55.036,5499.826,664.551,92114.274
"CA","2024-09-03",2,12961,,55.723,5549.898,690.169,93177.5
"CA","2024-09-03",3,12735,,53.942,5411.794,656.727,90223.146
"CA","2024-09-03",4,13226,,56.478,5619.228,631.561,94469.43
"CA","2024-09-03",5,13576,,57.984,5758.647,629.054,97125.04
"CA","2024-09-03",6,12109,,52.411,5216.975,571.027,87534.221
"CA","2024-09-03",7,9897,,42.903,4278.063,457.382,71714.441
"CA","2024-09-03",8,9215,,40.636,4075.68,493.095,68140.162
"CA","2024-09-03",9,9278,,41.057,4136.414,509.705,68811.961
"CA","2024-09-03",10,10132,,44.558,4454.85,542.492,74596.9
"CA","2024-09-03",11,10403,,46.495,4628.647,618.219,77743.747
"CA","2024-09-03",12,11377,,50.693,5067.198,793.364,84982.517
"CA","2024-09-03",13,12783,,56.57,5620.047,983.199,94693.709
"CA","2024-09-03",14,14278,,63.204,6298.339,945.883,105671.466
"CA","2024-09-03",15,15933,,70.16,6958.963,1094.787,117370.433
"CA","2024-09-03",16,18599,,82.68,8191.363,1247.085,138343.354
"CA","2024-09-03",17,20415,,92.219,9142.46,1248.293,154374.203
"CA","2024-09-03",18,20725,,95.148,9411.221,1051.127,158896.147
"CA","2024-09-03",19,19852,,89.2,8821.425,1144.397,148939.857
"CA","2024-09-03",20,19137,,85.699,8482.292,1004.564,143249.034
"CA","2024-09-03",21,18472,,81.69,8081.153,899.677,136379.748
"CA","2024-09-03",22,17392,,75.509,7476.327,814.764,126132.348
"CA","2024-09-03",23,16924,,72.959,7249.04,784.959,121865.141
"CA","2024-09-04",0,16264,,69.998,6964.28,765.8,116966.264
"CA","2024-09-04",1,15970,,68.538,6822.38,763.968,114629.104
"CA","2024-09-04",2,15549,,66.785,6668.009,755.427,111720.625
"CA","2024-09-04",3,15733,,67.95,6790.049,793.454,113674.982
"CA","2024-09-04",4,16009,,69.329,6911.47,790.95,116035.986
"CA","2024-09-04",5,16478,,71.703,7126.92,922.127,119812.229
"CA","2024-09-04",6,15561,,67.845,6753.501,765.776,113370.924
"CA","2024-09-04",7,13170,,58.507,5824.551,668.222,97696.477
"CA","2024-09-04",8,12662,,56.925,5705.844,647.015,95228.54
"CA","2024-09-04",9,12892,,57.866,5803.387,632.555,97002.405
"CA","2024-09-04",10,13267,,59.263,5923.898,625.861,99300.525
"CA","2024-09-04",11,13996,,61.99,6211.068,716.114,104029.882
"CA","2024-09-04",12,15184,,67.441,6732.629,847.998,113036.604
"CA","2024-09-04",13,16471,,74.297,7388.848,1010.104,124675.982
"CA","2024-09-04",14,18817,,83.388,8266.481,1795.966,139640.485
"CA","2024-09-04",15,20417,,94.314,9396.527,1321.819,158135.919
"CA","2024-09-04",16,22477,,103.836,10320.584,1439.017,173975.195
"CA","2024-09-04",17,23693,,111.429,11052.606,1286.308,186525.451
"CA","2024-09-04",18,23510,,110.49,10938.928,1261.127,184640.406
"CA","2024-09-04",19,22749,,105.32,10439.205,1151.699,176168.152
"CA","2024-09-04",20,22001,,100.769,9996.448,1118.821,168703.867
"CA","2024-09-04",21,20336,,91.681,9083.579,1021.663,153338.144
"CA","2024-09-04",22,19150,,85.628,8486.308,969.998,143257.369
"CA","2024-09-04",23,18207,,80.184,7956.099,906.8,134331.391
"CA","2024-09-05",0,17820,,78.835,7831.654,877.531,132022.809
"CA","2024-09-05",1,17633,,77.681,7720.888,822.906,130166.7
"CA","2024-09-05",2,17488,,77.05,7658.89,787.574,129119.402
"CA","2024-09-05",3,16928,,74.538,7408.943,772.959,124808.094
"CA","2024-09-05",4,17251,,75.927,7546.823,776.745,127221.883
"CA","2024-09-05",5,17534,,77.596,7695.386,802.122,129735.613
"CA","2024-09-05",6,17121,,75.394,7500.164,773.064,126183.336
"CA","2024-09-05",7,14843,,66.597,6657.872,670.86,111602.994
"CA","2024-09-05",8,13869,,62.705,6289.985,672.506,105129.048
"CA","2024-09-05",9,14529,,65.175,6477.978,698.953,109185.396
"CA","2024-09-05",10,15302,,68.786,6835.694,865.644,115257.27
"CA","2024-09-05",11,16196,,72.449,7223.892,1230.02,121392.454
"CA","2024-09-05",12,18505,,82.495,8213.331,1450.931,138334.122
"CA","2024-09-05",13,21579,,99.662,9695.973,1435.434,163406.571
"CA","2024-09-05",14,23175,,118.24,10900.467,1369.6,183693.895
"CA","2024-09-05",15,23508,,122.406,11061.973,1385.512,186405.869
"CA","2024-09-05",16,24628,,127.973,11653.309,1567.382,196372.497
"CA","2024-09-05",17,25421,,134.565,12193.827,1452.909,205485.527
"CA","2024-09-05",18,25247,,132.374,11980.216,1377.645,201863.215
"CA","2024-09-05",19,24661,,125.743,11519.79,1297.145,194114.673
"CA","2024-09-05",20,24302,,114.288,11345.924,1261.179,191159.568
"CA","2024-09-05",21,23049,,105.311,10465.333,1147.995,176338.794
"CA","2024-09-05",22,21367,,96.601,9596.641,970.34,161761.893
"CA","2024-09-05",23,19279,,85.321,8477.359,860.414,142884.468
"CA","2024-09-06",0,18409,,80.709,8027.359,814.717,135241.182
"CA","2024-09-06",1,17797,,78.345,7792.975,808.408,131265.4
"CA","2024-09-06",2,17437,,76.604,7624.857,772.981,128359.518
"CA","2024-09-06",3,17365,,76.118,7569.249,778.09,127528.456
"CA","2024-09-06",4,17912,,78.565,7813.405,822.774,131682.525
"CA","2024-09-06",5,18165,,80.412,7971.775,817.302,134361.97
"CA","2024-09-06",6,18023,,79.68,7910.425,817.441,133379.801
"CA","2024-09-06",7,17404,,76.114,7561.275,783.255,127491.02
"CA","2024-09-06",8,16329,,72.021,7177.646,725.981,120875.13
"CA","2024-09-06",9,15398,,69.083,6908.215,747.693,115882.48
"CA","2024-09-06",10,16335,,73.324,7315.48,779.046,122893.823
"CA","2024-09-06",11,17707,,79.564,7925.404,959.129,133442.627
"CA","2024-09-06",12,19258,,86.32,8550.185,1860.18,143993.78
"CA","2024-09-06",13,21274,,104.819,9631.98,1213.471,162226.586
"CA","2024-09-06",14,22352,,115.502,10339.518,1302.366,174173.44
"CA","2024-09-06",15,23164,,117.888,10839.784,1450.898,182553.321
"CA","2024-09-06",16,24421,,124.948,11512.27,1444.425,193904.669
"CA","2024-09-06",17,25380,,132.067,11979.685,1422.528,201788.895
"CA","2024-09-06",18,25249,,132.621,11995.399,1367.323,202133.828
"CA","2024-09-06",19,24217,,123.245,11258.996,1238.135,189765.246
"CA","2024-09-06",20,23155,,120.097,10759.898,1200.482,181358.35
"CA","2024-09-06",21,22303,,108.251,10051.518,1088.169,169405.318
"CA","2024-09-06",22,19678,,87.262,8669.607,864.253,146105.872
"CA","2024-09-06",23,18342,,79.608,7914.985,799.815,133350.431
"CA","2024-09-07",0,17716,,76.065,7555.122,767.333,127509.066
"CA","2024-09-07",1,16847,,72.643,7215.623,733.282,121804.09
"CA","2024-09-07",2,16421,,70.467,7006.305,705.281,118151.78
"CA","2024-09-07",3,15902,,67.696,6758.465,681.173,113620.033
"CA","2024-09-07",4,15637,,66.642,6664.901,697.384,111949.177
"CA","2024-09-07",5,15265,,66.042,6558.376,667.043,110353.05
"CA","2024-09-07",6,14105,,60.411,6041.134,600.678,101401.708
"CA","2024-09-07",7,11754,,51.798,5207.471,526.577,86902.951
"CA","2024-09-07",8,10786,,48.33,4862.692,495.031,81332.1
"CA","2024-09-07",9,11399,,50.225,5045.686,513.52,84514.519
"CA","2024-09-07",10,12368,,54.287,5479.788,662.14,91140.726
"CA","2024-09-07",11,13596,,59.298,5954.272,754.132,99643.164
"CA","2024-09-07",12,15242,,66.711,6632.977,769.881,111764.861
"CA","2024-09-07",13,16406,,72.029,7157.985,842.295,120727.179
"CA","2024-09-07",14,19146,,85.125,8457.894,2071.68,142604.974
"CA","2024-09-07",15,20348,,91.879,9126.042,1170.63,153851.075
"CA","2024-09-07",16,20735,,95.231,9505.426,1187.57,159582.554
"CA","2024-09-07",17,22203,,101.85,10108.434,1211.59,170475.965
"CA","2024-09-07",18,21582,,99.57,9887.613,1113.784,166806.182
"CA","2024-09-07",19,20952,,94.935,9429.325,1078.991,159088.313
"CA","2024-09-07",20,20317,,90.284,8963.262,1150.493,151238.436
"CA","2024-09-07",21,18926,,83.037,8252.992,975.605,139267.414
"CA","2024-09-07",22,17537,,76.61,7613.425,789.532,128517.017
"CA","2024-09-07",23,17038,,73.883,7341.362,815.702,123914.302
"CA","2024-09-08",0,16134,,68.931,6888.828,727.448,115650.81
"CA","2024-09-08",1,14756,,62.836,6290.014,656.483,105500.355
"CA","2024-09-08",2,14877,,63.785,6357.742,712.204,107003.396
"CA","2024-09-08",3,14646,,62.462,6243.873,626.52,104768.259
"CA","2024-09-08",4,14400,,61.46,6166.857,665.217,103201.602
"CA","2024-09-08",5,14159,,60.828,6055.302,645.697,101722.655
"CA","2024-09-08",6,13048,,56.889,5697.631,573.436,95381.38
"CA","2024-09-08",7,10809,,48.292,4888.106,530.545,81078.416
"CA","2024-09-08",8,10466,,47.576,4828.372,498.649,80066.9
"CA","2024-09-08",9,11606,,51.829,5224.48,565.547,87114.449
"CA","2024-09-08",10,12165,,54.308,5454.389,689.756,91185.209
"CA","2024-09-08",11,13178,,57.572,5765.596,702.468,96698.498
"CA","2024-09-08",12,14820,,65.372,6511.92,782.632,109891.01
"CA","2024-09-08",13,16462,,72.001,7157.191,1707.222,120911.703
"CA","2024-09-08",14,17915,,80.345,7974.595,1135.809,134688.439
"CA","2024-09-08",15,18765,,83.827,8328.2,996.833,140639.313
"CA","2024-09-08",16,20263,,91.49,9074.164,1153.745,153260.217
"CA","2024-09-08",17,21237,,97.857,9693.24,1386.414,163710.484
"CA","2024-09-08",18,21226,,98.032,9719.347,1153.611,164171.372
"CA","2024-09-08",19,20885,,95.829,9501.409,1049.615,160506.519
"CA","2024-09-08",20,20372,,92.565,9180.761,1127.367,155096.055
"CA","2024-09-08",21,19010,,84.323,8360.8,955.303,141270.391
"CA","2024-09-08",22,17802,,78.492,7775.225,858.391,131453.408
"CA","2024-09-08",23,16550,,71.447,7094.898,726.789,119839.219
"CA","2024-09-09",0,15977,,68.936,6850.767,759.757,115504.665
"CA","2024-09-09",1,15387,,66.342,6604.337,747.849,111168.878
"CA","2024-09-09",2,15017,,65.101,6472.977,671.769,109140.5
"CA","2024-09-09",3,15270,,66.2,6582.342,725.254,110985.535
"CA","2024-09-09",4,15564,,67.678,6763.019,802.051,113576.1
"CA","2024-09-09",5,15928,,69.474,6891.029,774.53,116383.613
"CA","2024-09-09",6,14565,,63.475,6337.843,741.246,106428.782
"CA","2024-09-09",7,11928,,54.331,5492.493,621.203,91055.7
"CA","2024-09-09",8,11947,,53.764,5433.07,557.379,90161.416
"CA","2024-09-09",9,12549,,56.01,5645.772,594.607,93900.95
"CA","2024-09-09",10,12999,,57.263,5775.622,650.38,96197.217
"CA","2024-09-09",11,15101,,67.859,6744.469,888.856,113802.15
"CA","2024-09-09",12,16027,,71.511,7092.536,815.206,119997.255
"CA","2024-09-09",13,16914,,75.498,7505.769,1461.178,126723.798
"CA","2024-09-09",14,17394,,79.587,7958.825,1080.304,133407.024
"CA","2024-09-09",15,19272,,87.032,8659.127,1155.767,145808.295
"CA","2024-09-09",16,20796,,95.144,9415.402,1303.273,159131.786
"CA","2024-09-09",17,22143,,102.27,10142.888,1199.341,171093.44
"CA","2024-09-09",18,22406,,102.862,10170.078,1166.061,171919.155
"CA","2024-09-09",19,21669,,97.286,9628.437,1110.202,162746.154
"CA","2024-09-09",20,20382,,91.501,9080.855,1003.004,153267.395
"CA","2024-09-09",21,19437,,85.673,8493.858,924.188,143498.975
"CA","2024-09-09",22,17590,,76.113,7556.296,816.622,127485.139
"CA","2024-09-09",23,16005,,67.83,6772.663,728.26,113676.31
"CA","2024-09-10",0,14558,,62.362,6239.708,670.04,104572.327
"CA","2024-09-10",1,13874,,59.77,5979.162,634.68,100270.676
"CA","2024-09-10",2,13323,,56.825,5689.281,590.206,95366.72
"CA","2024-09-10",3,13075,,56.291,5638.2,579.684,94492.5
"CA","2024-09-10",4,13316,,56.904,5705.511,618.391,95641.631
"CA","2024-09-10",5,13491,,58.54,5847.68,619.839,98038.11
"CA","2024-09-10",6,11888,,51.542,5160.628,530.217,86454.892
"CA","2024-09-10",7,9201,,41.404,4153.148,489.507,69487.457
"CA","2024-09-10",8,8410,,38.608,3891.783,398.299,65074.766
"CA","2024-09-10",9,8336,,38.046,3838.628,412.825,64181.611
"CA","2024-09-10",10,8337,,38.124,3841.494,545.945,64231.09
"CA","2024-09-10",11,8831,,40.08,4054.614,725.831,67562.535
"CA","2024-09-10",12,9323,,42.363,4261.404,507.903,71327.313
"CA","2024-09-10",13,9853,,44.639,4483.331,521.932,75175.635
"CA","2024-09-10",14,11160,,50.008,5007.478,710.887,83965.154
"CA","2024-09-10",15,12185,,54.223,5436.613,990.065,91141.061
"CA","2024-09-10",16,14696,,65.159,6508.827,804.954,109391.762
"CA","2024-09-10",17,16260,,72.432,7180.595,838.693,121363.924
"CA","2024-09-10",18,15846,,70.31,7033.395,743.253,118013.64
"CA","2024-09-10",19,15618,,67.924,6821.554,902.672,113908.772
"CA","2024-09-10",20,14510,,62.652,6273.897,740.916,105211.804
"CA","2024-09-10",21,14379,,60.94,6067.943,634.641,102243.645
"CA","2024-09-10",22,13255,,56.162,5616.554,601.626,94292.583
"CA","2024-09-10",23,11117,,46.272,4635.879,529.678,77834.35
"CA","2024-09-11",0,9996,,41.874,4199.07,458.469,70454.87
"CA","2024-09-11",1,8884,,37.81,3796.748,414.92,63678.234
"CA","2024-09-11",2,8509,,36.502,3663.866,385.849,61501.086
"CA","2024-09-11",3,8805,,37.724,3820.83,497.849,63557.922
"CA","2024-09-11",4,9627,,40.935,4080.862,441.668,68946.2
"CA","2024-09-11",5,10024,,42.751,4231.103,465.25,71654.145
"CA","2024-09-11",6,9285,,40.198,3994.062,457.225,67249
"CA","2024-09-11",7,6306,,26.957,2657.915,414.643,44757.316
"CA","2024-09-11",8,4924,,22.328,2177.218,275.937,36886.844
"CA","2024-09-11",9,4479,,20.594,2107.89,259.497,34726.761
"CA","2024-09-11",10,4499,,20.75,2129.884,261.164,35314.4
"CA","2024-09-11",11,4638,,21.795,2195.772,266.773,36348.316
"CA","2024-09-11",12,4716,,21.825,2217.324,278.854,36705.06
"CA","2024-09-11",13,4739,,21.865,2231.999,315.729,37010.852
"CA","2024-09-11",14,4920,,22.603,2329.29,415.398,38374.421
"CA","2024-09-11",15,6093,,28.183,2855.896,643.15,47695.655
"CA","2024-09-11",16,7696,,34.609,3484.936,467.824,58353.791
"CA","2024-09-11",17,8819,,38.21,3821.701,435.18,64395.582
"CA","2024-09-11",18,8862,,38.295,3830.801,434.623,64255.411
"CA","2024-09-11",19,8613,,37,3734.671,429.83,62408.432
"CA","2024-09-11",20,8736,,37.39,3757.888,437.435,62947.333
"CA","2024-09-11",21,8576,,36.086,3638.865,426.768,60894.367
"CA","2024-09-11",22,8218,,34.461,3472.999,409.185,58118.35
"CA","2024-09-11",23,7556,,31.876,3186.688,367.388,53763.55
"CA","2024-09-12",0,7430,,31.459,3161.372,363.922,53112.7
"CA","2024-09-12",1,7212,,30.748,3101.172,355.684,51881.6
"CA","2024-09-12",2,6779,,29.112,2948.168,367.592,49148.484
"CA","2024-09-12",3,6520,,28.474,2888.172,425.004,48125.7
"CA","2024-09-12",4,6678,,28.535,2901.655,420.939,48350.822
"CA","2024-09-12",5,7494,,32.037,3199.232,364.906,53781.52
"CA","2024-09-12",6,6482,,28.155,2845.716,382.49,47433.734
"CA","2024-09-12",7,4725,,19.944,2022.903,373.706,33843.08
"CA","2024-09-12",8,4261,,18.874,1898.69,255.341,32180.692
"CA","2024-09-12",9,4001,,18.068,1891.931,235.091,30923.2
"CA","2024-09-12",10,4120,,20.516,1906.731,245.595,31496.1
